### METADATA ###
## USER ##
# id=ctso
# printer=Annex K3
# measure_type=microswitch_probe
# measure_gcode="G28 Z"
# notes=Suboptimal frame thermistor location
# timestamp=2021-07-05_17-46-11
## SCRIPT ##
# data_structure=3
# hot_duration=3
# cool_duration=0
## Z_AXIS ##
# step_dist=0.00125
# max_z=170.0
# homing_speed=5.0
## FRAME_EXPANSION_COMPENSATION ##
# pullup_resistor=4700.0
# sensor_pin=PC2
# z_stepper=stepper_z
# coeff=23.4
# gantry_factor=1.13
# frame_z_length=383.0
# max_z_offset=99999999.0
# sensor_type=100k3950_airtemp
# inline_resistor=0.0
# smooth_time=2.0
# min_temp=0.0
# gcode_id=frame
# max_comp_z=0.0
# max_temp=100.0
### METADATA END ###
sample,time,mcu_pos_z,frame_t,chamber_t,bed_t,bed_target,he_t,he_target
27,2021/07/05-18:13:53,-10309,31.182756704200173,36.321508098906236,104.98095712164306,105.0,100.27182486954834,100.0
28,2021/07/05-18:14:28,-10308,31.23504418518062,36.378345927043085,104.8601158366509,105.0,99.67463876232732,100.0
28,2021/07/05-18:14:41,-10308,31.360031190845856,36.559607994240764,104.93775020670472,105.0,100.35105244435326,100.0
28,2021/07/05-18:14:54,-10308,31.33563778195907,36.50306447865489,105.07387938390727,105.0,99.7197390359475,100.0
29,2021/07/05-18:15:28,-10308,31.416336642744213,36.514380494590796,104.9558637738969,105.0,100.34496640152561,100.0
29,2021/07/05-18:15:41,-10308,31.412314096687304,36.762412268803416,104.92287972549006,105.0,99.71461153270039,100.0
29,2021/07/05-18:15:54,-10309,31.4344773940902,36.88577378003123,104.91366923122172,105.0,100.20665612431232,100.0
30,2021/07/05-18:16:28,-10309,31.587033777719167,37.18675021992857,104.99633097460375,105.0,99.6695932689716,100.0
30,2021/07/05-18:16:41,-10309,31.598982207333645,37.05329999617811,104.73091044902365,105.0,100.3198910981068,100.0
30,2021/07/05-18:16:54,-10309,31.662599805862047,37.09783948924678,105.04102663035017,105.0,99.71955415759123,100.0
31,2021/07/05-18:17:28,-10309,31.680259765013034,37.05329999617811,105.24203085783762,105.0,100.31586833850521,100.0
31,2021/07/05-18:17:41,-10309,31.709047639133505,37.197848341723954,105.12574199809087,105.0,99.66654008787651,100.0
31,2021/07/05-18:17:54,-10309,31.770171593633602,37.09783948924678,104.85493659507185,105.0,100.2797819058836,100.0
32,2021/07/05-18:18:29,-10309,31.880198680057536,37.31969834711089,104.95868836398769,105.0,99.69406587271067,100.0
32,2021/07/05-18:18:41,-10309,31.822482588330278,37.25328674649671,105.1042976012685,105.0,100.27972775352498,100.0
32,2021/07/05-18:18:54,-10309,31.95090919833111,37.507191301487865,104.98765961669264,105.0,99.79534895383794,100.0
33,2021/07/05-18:19:29,-10309,32.00547462304991,37.49618969477632,105.34413079940654,105.0,100.29609600619376,100.0
33,2021/07/05-18:19:42,-10307,31.98048348181517,37.91187752661904,105.30986091768966,105.0,99.7241432503071,100.0
33,2021/07/05-18:19:54,-10309,32.03306596017529,37.6170203880103,104.9598298625387,105.0,100.24463146805243,100.0
34,2021/07/05-18:20:29,-10309,32.1604682297528,37.80295529618979,104.99004018885428,105.0,99.7031457322688,100.0
34,2021/07/05-18:20:42,-10309,32.17473685738025,37.781130895625154,105.11482718324844,105.0,100.29345499503627,100.0
34,2021/07/05-18:20:55,-10308,32.20895282583488,37.80295529618979,104.8813985144894,105.0,99.71737073734847,100.0
35,2021/07/05-18:21:29,-10308,32.26961249831585,37.95535357688709,104.769179600014,105.0,100.32089226216434,100.0
35,2021/07/05-18:21:42,-10309,32.28712944367426,38.18274026321802,105.0116440605011,105.0,99.68026098162481,100.0
35,2021/07/05-18:21:55,-10308,32.29958372386385,37.91187752661904,104.75183713600546,105.0,100.29172673722168,100.0
36,2021/07/05-18:22:29,-10308,32.44368061190808,37.9336221627654,104.85234939450665,105.0,99.6937866699441,100.0
36,2021/07/05-18:22:42,-10308,32.408002255239126,38.34428115692219,105.11707804457674,105.0,100.31482236399506,100.0
36,2021/07/05-18:22:55,-10308,32.4778663310008,38.29051486099411,105.011598417885,105.0,99.69004523044298,100.0
37,2021/07/05-18:23:29,-10310,32.582089990934215,38.074640922625576,104.81041153269072,105.0,100.28624331991081,100.0
37,2021/07/05-18:23:42,-10308,32.58277795213727,38.19353229530549,105.16295721153605,105.0,99.70753218190487,100.0
37,2021/07/05-18:23:55,-10308,32.58837146860514,38.25821643164329,105.16540338443825,105.0,100.32511098185726,100.0
38,2021/07/05-18:24:29,-10308,32.63740885184589,38.47299339336456,104.69356130810733,105.0,99.68141867270707,100.0
38,2021/07/05-18:24:42,-10308,32.72774659013956,38.451573278503815,104.99051621394055,105.0,100.30562537706268,100.0
38,2021/07/05-18:24:55,-10308,32.75744152667757,38.85639810438124,105.13219098334979,105.0,99.67907245499369,100.0
39,2021/07/05-18:25:30,-10308,32.822233753814025,38.98330264698194,104.95263827743207,105.0,100.30491056459523,100.0
39,2021/07/05-18:25:42,-10309,32.854927406562744,38.824602467020156,104.90315772632663,105.0,99.69854947797846,100.0
39,2021/07/05-18:25:55,-10309,32.83230689058115,38.70777906274566,105.26538476902029,105.0,100.3173127775213,100.0
40,2021/07/05-18:26:30,-10307,32.929103191021696,38.590577090399904,104.94059972076809,105.0,99.73144865343696,100.0
40,2021/07/05-18:26:43,-10307,32.94535101059671,38.56922672226318,104.76768460055655,105.0,100.2735522724026,100.0
40,2021/07/05-18:26:55,-10307,32.97047333267581,38.63323998906668,104.71909539304974,105.0,99.70836288081766,100.0
41,2021/07/05-18:27:30,-10307,33.02593631240646,38.792778903807516,105.37493743296969,105.0,100.21369034774553,100.0
41,2021/07/05-18:27:43,-10308,33.05476953383247,38.76092735178872,105.44070607383891,105.0,99.75801416494355,100.0
41,2021/07/05-18:27:56,-10307,33.07060021413741,38.76092735178872,104.98891913253799,105.0,100.28526217919912,100.0
42,2021/07/05-18:28:30,-10307,33.127689712676286,38.90932894618288,104.81554040127841,105.0,99.85924739118578,100.0
42,2021/07/05-18:28:43,-10308,33.15758764664695,39.0360489112349,104.63671541887943,105.0,100.19951059638205,100.0
42,2021/07/05-18:28:56,-10308,33.17459653480046,38.951618087717975,105.12364862011032,105.0,99.75603087540193,100.0
43,2021/07/05-18:29:30,-10308,33.23367930009584,39.141312460364475,105.11014369838593,105.0,100.15076804881674,100.0
43,2021/07/05-18:29:43,-10309,33.27768214336986,39.25675199801469,104.98414951161381,105.0,99.85001097714547,100.0
43,2021/07/05-18:29:56,-10308,33.264251116962555,39.3195653392645,105.10486199501129,105.0,100.1889183890331,100.0
44,2021/07/05-18:30:30,-10308,33.319032456169,39.141312460364475,105.08719222404744,105.0,99.96335721970613,100.0
44,2021/07/05-18:30:43,-10308,33.35141184188329,38.99385802718621,104.96279924385841,105.0,100.08880806569843,100.0
44,2021/07/05-18:30:56,-10308,33.383950639962634,39.24627258717163,104.86489430773646,105.0,99.81032470669986,100.0
45,2021/07/05-18:31:31,-10308,33.42585089024867,39.13079979660404,105.01480453817929,105.0,100.03697979824648,100.0
45,2021/07/05-18:31:43,-10308,33.42991151480697,39.267228399262535,105.22791405751671,105.0,99.9457932817958,100.0
45,2021/07/05-18:31:56,-10309,33.47916908496975,39.2357901645089,105.32789370195292,105.0,100.08371607842255,100.0
46,2021/07/05-18:32:31,-10309,33.51117518490716,39.65275960795236,104.66401044572638,105.0,100.06835425098599,100.0
46,2021/07/05-18:32:44,-10309,33.5059317642975,39.51776489172005,105.09502774670364,105.0,99.98318082270852,100.0
46,2021/07/05-18:32:56,-10308,33.52468782782736,39.54896166772346,104.7544792711615,105.0,99.9047357752796,100.0
47,2021/07/05-18:33:31,-10309,33.62952872932435,39.632023503159644,105.09085569328424,105.0,99.97714472199259,100.0
47,2021/07/05-18:33:44,-10310,33.696565656214055,39.72524389055326,105.15378296585162,105.0,99.93732694510432,100.0
47,2021/07/05-18:33:57,-10310,33.68490017624635,39.600897357198676,104.94825308523312,105.0,100.13904318478392,100.0
48,2021/07/05-18:34:31,-10309,33.70229205353005,39.38227081349277,105.18997853132714,105.0,99.98678528783731,100.0
48,2021/07/05-18:34:44,-10310,33.705124582588596,39.62165105514708,105.08661111427578,105.0,100.05402371167303,100.0
48,2021/07/05-18:34:57,-10310,33.71577356627625,39.704548687251076,104.819324688918,105.0,99.86115305386136,100.0
49,2021/07/05-18:35:31,-10310,33.79539519803301,39.66312326900169,105.18207102471253,105.0,99.99756255666779,100.0
49,2021/07/05-18:35:44,-10311,33.762382989641225,39.97268260093455,104.98473646670975,105.0,99.91861367690369,100.0
49,2021/07/05-18:35:57,-10311,33.78920966095488,39.98295657513836,104.74512470939686,105.0,100.1677048557929,100.0
50,2021/07/05-18:36:31,-10311,33.83832154174498,39.910978584465454,104.6840761690283,105.0,99.91326142148662,100.0
50,2021/07/05-18:36:44,-10311,33.868359243918434,39.85947954729579,105.10254222916448,105.0,100.10719523506475,100.0
50,2021/07/05-18:36:57,-10310,33.928464932753926,39.85947954729579,105.00518237208952,105.0,99.84272666710304,100.0
51,2021/07/05-18:37:32,-10311,33.94467483671989,39.88008780158901,105.01624037651979,105.0,99.9421426450631,100.0
51,2021/07/05-18:37:44,-10311,33.95942647244695,40.11625874543364,105.12841050569726,105.0,99.98030350791768,100.0
51,2021/07/05-18:37:57,-10310,33.992106083207574,40.05479443540901,104.98829440450145,105.0,100.05293776690236,100.0
52,2021/07/05-18:38:32,-10309,33.98118558429084,39.98295657513836,105.31126982608556,105.0,100.10647313701033,100.0
52,2021/07/05-18:38:45,-10310,33.99797789784421,40.22867872367766,105.00014708903495,105.0,99.93845537667445,100.0
52,2021/07/05-18:38:57,-10310,34.05020586468547,40.12649286900631,104.72521678900726,105.0,99.99313665720051,100.0
53,2021/07/05-18:39:32,-10310,34.05526432750283,40.1674010717648,105.03854599581676,105.0,99.81974825483772,100.0
53,2021/07/05-18:39:45,-10310,34.07671018917117,40.37126711681225,104.73338785197981,105.0,100.11993734594357,100.0
53,2021/07/05-18:39:58,-10311,34.15135807272515,40.42205906204816,105.29164500237688,105.0,99.88926415139926,100.0
54,2021/07/05-18:40:32,-10310,34.19437735954494,40.187838226557005,104.7655290033105,105.0,100.19258613254003,100.0
54,2021/07/05-18:40:45,-10311,34.18067641971033,40.40175061750074,105.00249871607323,105.0,99.84533925591087,100.0
54,2021/07/05-18:40:58,-10311,34.19255936423448,40.187838226557005,104.70536840651894,105.0,100.08825730283466,100.0
55,2021/07/05-18:41:32,-10311,34.22119409761117,40.57401988860437,105.24561727932445,105.0,99.76770140672106,100.0
55,2021/07/05-18:41:45,-10309,34.268714119180906,40.53355764004772,105.38676348315892,105.0,100.1584172387555,100.0
55,2021/07/05-18:41:58,-10310,34.26050028929914,40.58412858593499,105.11767544378831,105.0,99.88391117401133,100.0
56,2021/07/05-18:42:32,-10310,34.289801478538784,40.624535974065054,104.78242320603512,105.0,100.24249477952294,100.0
56,2021/07/05-18:42:45,-10310,34.32039660452323,40.58412858593499,104.99765464395973,105.0,99.79708087946233,100.0
56,2021/07/05-18:42:58,-10310,34.33151084014019,40.654812797911006,105.17963867293889,105.0,100.14303440012054,100.0
57,2021/07/05-18:43:32,-10311,34.36578792153374,40.513310013064256,104.85202638304838,105.0,99.69757872122273,100.0
57,2021/07/05-18:43:45,-10312,34.384820247187584,40.91618877859872,105.05133689010333,105.0,100.27266345900422,100.0
57,2021/07/05-18:43:58,-10312,34.420051206190394,41.04619548499386,105.20348976309812,105.0,99.75177020022859,100.0
58,2021/07/05-18:44:33,-10311,34.481738176857625,40.72536330980756,105.0026585211097,105.0,100.3368722272768,100.0
58,2021/07/05-18:44:45,-10311,34.46311445155797,40.58412858593499,104.65236393649153,105.0,99.69058636919313,100.0
58,2021/07/05-18:44:58,-10312,34.48273504233893,40.69514370539201,104.45653218358423,105.0,100.29290457539598,100.0
59,2021/07/05-18:45:33,-10310,34.562187655815436,40.7857292601588,105.1982069169228,105.0,99.70331367995037,100.0
59,2021/07/05-18:45:46,-10310,34.57244471194311,40.72536330980756,104.85612179241846,105.0,100.31335540795847,100.0
59,2021/07/05-18:45:58,-10312,34.59968206928027,40.91618877859872,105.02852912165189,105.0,99.69259278715772,100.0
60,2021/07/05-18:46:33,-10310,34.61500751069133,40.775675038950226,105.27818755766239,105.0,100.3019161391794,100.0
60,2021/07/05-18:46:46,-10312,34.6551550696188,40.83595984729442,104.93623850422235,105.0,99.67830352044312,100.0
60,2021/07/05-18:46:59,-10310,34.66623983445273,40.856033208567624,105.05453648930947,105.0,100.32571348427955,100.0
61,2021/07/05-18:47:33,-10311,34.66916499846504,41.03621095218199,105.40861674125452,105.0,99.71710164608861,100.0
61,2021/07/05-18:47:46,-10310,34.70698924026629,41.04619548499386,105.18104554456488,105.0,100.29578645650354,100.0
61,2021/07/05-18:47:59,-10311,34.68602312029786,41.145895079529794,105.07633321495024,105.0,99.67860379138553,100.0
62,2021/07/05-18:48:33,-10309,34.753053864907265,41.31478019434172,104.69362267797827,105.0,100.25153738249399,100.0
62,2021/07/05-18:48:46,-10311,34.76167920371807,41.12597631420306,104.93254574817749,105.0,99.7320090064819,100.0
62,2021/07/05-18:48:59,-10311,34.73968304971928,41.10604698673666,105.12537830812508,105.0,100.28613169333354,100.0
63,2021/07/05-18:49:33,-10311,34.76482969102396,40.966244721352155,104.82609164321468,105.0,99.79465973427125,100.0
63,2021/07/05-18:49:46,-10311,34.84625224182506,41.31478019434172,105.2354383158932,105.0,100.2678051428507,100.0
63,2021/07/05-18:49:59,-10309,34.81651594476138,41.32469107111547,104.96165807511122,105.0,99.69930679494028,100.0
64,2021/07/05-18:50:34,-10309,34.89546571660956,41.06615658681312,104.87440641224755,105.0,100.13950822777645,100.0
64,2021/07/05-18:50:46,-10310,34.84716236360468,41.08610708249529,104.86159331388056,105.0,99.81184734087299,100.0
64,2021/07/05-18:50:59,-10311,34.83216467525232,41.05617736259029,104.959030057738,105.0,100.16527473826562,100.0
65,2021/07/05-18:51:34,-10310,34.912171221741566,40.976247892403705,104.86171217138194,105.0,99.98846462035016,100.0
65,2021/07/05-18:51:47,-10310,34.91519271042116,41.096078357628755,105.15380238863317,105.0,100.04154983705264,100.0
65,2021/07/05-18:51:59,-10310,34.8756664411806,41.076133159502035,104.76553720798509,105.0,99.89286655262983,100.0
66,2021/07/05-18:52:34,-10310,34.91125635058708,41.23539920791592,104.77983283252966,105.0,100.0067024806002,100.0
66,2021/07/05-18:52:47,-10310,34.95002322615369,41.20558814857304,105.20746474149337,105.0,99.984831602227,100.0
66,2021/07/05-18:53:00,-10310,34.90230822865669,41.21552779191376,104.918663809415,105.0,100.02092488896763,100.0
67,2021/07/05-18:53:34,-10309,34.99961902790311,41.12597631420306,105.3799240445295,105.0,100.09014191461954,100.0
67,2021/07/05-18:53:47,-10308,35.00682488123645,41.23539920791592,105.23371673258859,105.0,99.96121407373323,100.0
67,2021/07/05-18:54:00,-10309,35.052631241369035,41.50264323445293,105.16470474946763,105.0,99.9540083474826,100.0
68,2021/07/05-18:54:34,-10308,35.058615533404165,41.096078357628755,104.9302988060499,105.0,99.90656122366445,100.0
68,2021/07/05-18:54:47,-10309,35.042792605824424,41.34450501337642,104.89829239673954,105.0,100.01786427238105,100.0
68,2021/07/05-18:55:00,-10309,35.01702939624226,41.23539920791592,105.07407865927235,105.0,100.01667384029936,100.0
69,2021/07/05-18:55:34,-10309,35.039075443085686,41.1658032973221,104.97193835656448,105.0,100.09569895330232,100.0
69,2021/07/05-18:55:47,-10310,35.1166161951923,41.31478019434172,104.67759192986529,105.0,99.94915208080386,100.0
69,2021/07/05-18:56:00,-10310,35.095402560662585,41.33459934353067,104.89075181192561,105.0,99.97195005295974,100.0
70,2021/07/05-18:56:35,-10310,35.13566960544561,41.35440808244033,105.1802547954563,105.0,99.86690518030191,100.0
70,2021/07/05-18:56:47,-10310,35.108147326586405,41.42365689375674,105.10684933334484,105.0,100.0518367750188,100.0
70,2021/07/05-18:57:00,-10310,35.1594115724624,41.17575345544867,105.27342297176367,105.0,100.01128874832692,100.0
71,2021/07/05-18:57:35,-10309,35.147241969008554,41.33459934353067,105.0812083786438,105.0,100.08302127799489,100.0
71,2021/07/05-18:57:48,-10310,35.18355715846589,41.294950620551845,104.9686888920668,105.0,99.98274667566119,100.0
71,2021/07/05-18:58:00,-10311,35.2110403886766,41.56177489837074,105.0564337993937,105.0,99.95528582882045,100.0
